4 Greenway Court Coolidge Corner, Brookline, MA	https://hotpads.com/4-greenway-ct-brookline-ma-02446-skezmp/building	$3,900+
3 Greenway Court Coolidge Corner, Brookline, MA	https://hotpads.com/3-greenway-ct-brookline-ma-02446-skf9k4/building	$5,000+
Babcock Street Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skeygb/building	$4,000+
Saint Paul Street Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skjrkr/building	$4,450+
25 Gibbs Street Coolidge Corner, Brookline, MA	https://hotpads.com/25-gibbs-st-brookline-ma-02446-skf6tp/building	$4,500+
322 Saint Paul Street Brookline, MA 02446	https://hotpads.com/322-saint-paul-st-brookline-ma-02446-skenwt/building	$4,300+
60 Kilsyth Road Brookline, MA 02445	https://hotpads.com/60-kilsyth-rd-brookline-ma-02445-skgv41/building	$3,800
Columbia Street Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skfa8y/building	$2,950+
80 Verndale Street Brookline, MA 02446	https://hotpads.com/80-verndale-st-brookline-ma-02446-1j56dzn/building	$3,200+
16 University Road Aspinwall Hill, Brookline, MA	https://hotpads.com/16-university-rd-brookline-ma-02445-sw7fz8/building	$3,300+
81 Gibbs Street Brookline, MA 02446	https://hotpads.com/81-gibbs-st-brookline-ma-02446-skeyhv/building	$6,600+
159 Longwood Avenue Lawrence, Brookline, MA	https://hotpads.com/159-longwood-ave-brookline-ma-02446-skf6j7/building	$5,700+
1249 Beacon Street Brookline, MA 02446	https://hotpads.com/1249-beacon-st-brookline-ma-02446-skep5y/building	$5,700
1905 Beacon Street Reservoir, Brookline, MA	https://hotpads.com/1905-beacon-st-brookline-ma-02445-sketjw/building	$3,950+
1592 Beacon Street Corey Hill, Brookline, MA	https://hotpads.com/1592-beacon-st-brookline-ma-02446-skf6cr/building	$4,000+
Egmont Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skenwm/building	$4,600+
61 Egmont Street Brookline, MA 02446	https://hotpads.com/61-egmont-st-brookline-ma-02446-sm259x/building	$4,450+
Thorndike Street Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skf12n/building	$4,100
Thatcher Street Brookline, MA 02446	https://hotpads.com/brookline-ma-02446-skerrh/building	$4,200+
Freeman Street Coolidge Corner, Brookline, MA	https://hotpads.com/brookline-ma-02446-skeny3/building	$4,400+
16 Garrison Road Aspinwall Hill, Brookline, MA	https://hotpads.com/16-garrison-rd-brookline-ma-02445-skf9sz/building	$4,400
